PLAY #,EVENT,SCORE,CLOCK,QTR,HASH,YARD LN,FIELD ZONE,DN,DIST,SITUATION (O),SITUATION (AFTER),PLAY TYPE,RESULT,GN/LS,REDMEN OFF PLAY,OFF PLAY,OPRS,BACKFIELD,REC ALIGNMENT,MOTION,ARRIVE AT MESH,CONCEPT,PLAY FAMILY,PROTECTION,DPRS,DEF FRONT,FRONT TYPE,SHOW,STUNT,DOG,BLITZ,NBR,PRESSURE PATTERN,PSL - MOF,COVERAGE,COVERAGE ADJUST,QUICK,NED,NOSE,TEX,RUSH,END,WILL,OSCAR,MIKE,STAR,ODK
44,CON-OFF -- MTL-DEF,CON-00 VS MTL-31,14:08,4,R,31,FZ,1,10,C+10,AFTER QB SNEAK,Pass,"Sack, Fumble",-8,,RAM,REB,P,2T3,,,DROPBACK,,76/77,30 BASE,34 OKIE,ODD,,,SCW3,,5,3 DOWN -- 5O,,3CW,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
45,CON-OFF -- MTL-DEF,CON-00 VS MTL-31,11:32,4,L,-25,OF,1,10,P+10,AFTER PUNT,Run,Rush,1,,T POWER ST OPT W DO,REB,P,32T,,,GAP,4/5 TRUCK,,30 BASE,31 OKIE STACK,ODD,,,,,3,3 DOWN -- 3R,,4,,MTL-97,,MTL-54,,,MTL-51,MTL-19,MTL-02,MTL-50,MTL-05,D
46,CON-OFF -- MTL-DEF,CON-00 VS MTL-31,10:45,4,L,-26,OF,2,9,2+LONG,AFTER RUN,Pass,Penalty,10,,BRAVE,REB,P,32,SAIL,,DROPBACK,,SCAT 50/51,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-97,,MTL-54,,,MTL-51,MTL-19,MTL-02,MTL-50,MTL-05,D
47,CON-OFF -- MTL-DEF,CON-00 VS MTL-31,10:32,4,L,-36,OF,1,10,C+10,AFTER PENALTY,Pass,Incomplete,0,,CORNER,REB,P,32,,,IZ,2/3 ZAP,,30 BASE,34 OKIE,ODD,,,SCW3,,5,3 DOWN -- 5O,,4,,MTL-51,,MTL-54,,,MTL-97,MTL-19,MTL-02,MTL-50,MTL-05,D
48,CON-OFF -- MTL-DEF,CON-00 VS MTL-31,09:57,4,L,-36,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Complete,42,,DUPLEX,REB,P,32,,,DROPBACK,,60/61,40 BASE,41 IN,EVEN,,,,,4,4 DOWN -- 4R,,MATCH 2,,MTL-51,MTL-54,,MTL-44,MTL-97,,MTL-19,,MTL-02,MTL-05,D
49,CON-OFF -- MTL-DEF,CON-00 VS MTL-31,09:24,4,L,32,FZ,1,10,C+10,AFTER EXPL. PASS,Pass,"Complete, TD",33,,COUNTER TREY WK OPT Z-POST,REB,P,2T3,,,GAP,,POP 4/5 TRACTOR,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,4,,MTL-51,,MTL-54,,,MTL-97,MTL-19,MTL-02,MTL-50,MTL-05,D
50,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,04:26,4,L,-20,OF,1,10,P+10,AFTER MISSED FG,Pass,Complete,30,,"IZ LOCK WK OPT INDIANA, SMASH",REB,P,32,,,IZ,2/3 ZIMBA,,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,4,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
51,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,03:46,4,L,-50,OF,1,10,C+10,AFTER EXPL. PASS,Run,Rush,7,,IZ READ ST OPT W POST,REB,P,32T,,,IZ,2/3 BOSS,,30 BASE,34 OKIE,ODD,,,SCW3,,5,3 DOWN -- 5O,,4,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
52,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,02:55,4,L,53,OF,2,3,2+MEDIUM,AFTER RUN,Run,Rush,8,,IZ LOCK ST OPT STICK,REB,P,23,AXE,,IZ,2/3 ZAP,,30 BASE,34,ODD,,QO,OC,,4,3 DOWN -- 4B,,MATCH,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
53,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,02:40,4,L,45,OF,1,10,C+10,AFTER RUN,Pass,Complete,13,,CORNER,REB,P,32,,,IZ,2/3 ZIMBA,,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,4,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
54,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,02:10,4,R,32,FZ,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,3,,COUNTER TREY ST OPT W DO,REB,P,32T,,,GAP,4/5 TRACTOR,,30 BASE,34 OKIE,ODD,,,,,3,3 DOWN -- 3R,,3,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
55,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,01:50,4,L,29,FZ,2,7,2+LONG,AFTER RUN,Pass,Incomplete,0,,"HANG, OUTLAW",REB,P,32,AXE,,DROPBACK,,60/61,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
56,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,01:37,4,L,29,FZ,3,7,3+LONG,AFTER INCOMPLETE PASS,Pass,Penalty,15,,,REB,P,32,,,DROPBACK,,SCAT 50/51,30 BASE,34,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
57,CON-OFF -- MTL-DEF,CON-07 VS MTL-31,01:31,4,L,14,GZ,1,10,C+10,AFTER PENALTY,Pass,"Complete, TD",14,,X-FADE,REB,P,41,,,DROPBACK,,60/61,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,,7,3 DOWN -- 7MO,,0,HBR,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-45,MTL-50,MTL-05,D
58,CON-OFF -- MTL-DEF,CON-13 VS MTL-31,01:26,4,R,5,RZ,1,10,CONV. 2PTS,AFTER TD,2 Pt.,No Good,0,,Z-FADE,REB,P,,FLY,,DROPBACK,,74/75,30 BASE,31 OKIE STACK,ODD,,,SCW3,,5,3 DOWN -- 5O,,10,,MTL-97,,MTL-89,,,MTL-94,MTL-19,MTL-50,MTL-05,MTL-45,D
1,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,13:49,1,R,-42,OF,1,10,P+10,AFTER PUNT,Run,Rush,5,,,RAN,GW,32,PILE,,IZ,2/3 ZAP,,40 BASE,41 IN,EVEN,,TN,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
2,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,13:19,1,R,-47,OF,2,5,2+MEDIUM,AFTER RUN,Pass,Incomplete,0,,COUCH,RAN,P,22,FLOAT,,DROPBACK,,74/75,40 BASE,42 GIANTS,EVEN,,,,,4,4 DOWN -- 4R,,11,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
3,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,10:05,1,R,-14,BU,1,10,P+10,AFTER PUNT,Pass,Complete,11,,FLOOD,BIG,GW,31,,,DROPBACK,,74/75,40 BASE,42 IN,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-50,MTL-05,D
4,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,09:30,1,L,-25,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Complete,8,,,RAN,P,32,CASPER,,IZ,,POP 2/3 WHAM,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-50,MTL-05,D
5,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,09:00,1,R,-33,OF,2,2,2+SHORT,AFTER COMPLETE PASS,Run,Rush,3,,,BIG,P,32T,,,IZ,2/3 BOSS,,40 BASE,42 IN,EVEN,,,,,4,4 DOWN -- 4R,,,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-50,MTL-05,D
6,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,08:30,1,R,-36,OF,1,10,C+10,AFTER RUN,Run,Rush,-2,,,BIG,P,21,,,GAP,4/5 TRUCK BOSS,,40 BASE,41 IN,EVEN,,NQT,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
7,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,08:00,1,R,-34,OF,2,12,2+VERY LONG,AFTER RUN,Pass,Complete,17,,APACHE,RAN,GW,22,,,DROPBACK,,74/75,40 BASE,41 EVEN,EVEN,STING,,SCW3,,4,4 DOWN -- 4O (DROPS),,4,,MTL-94,MTL-98,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
8,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,07:30,1,L,-51,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Incomplete,0,,COUCH,BIG,P,32T,,,DROPBACK,,60/61,40 BASE,42 OVER,EVEN,,,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
9,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,06:50,1,L,-51,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Complete,15,,QUICK,RAN,P,31,,,DROPBACK,,74/75,40 BASE,42 OVER,EVEN,,,,,4,4 DOWN -- 4R,,MATCHX,,MTL-94,MTL-98,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
10,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,06:10,1,R,44,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Sack,-7,,,BIG,P,21,FLOAT,,OZ,,6/7 BOOT,40 BASE,41 IN,EVEN,,,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
11,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-00,05:30,1,L,51,OF,2,17,2+VERY LONG,AFTER SACK,Pass,"Complete, TD",51,,HALIFAX,RAN,GW,23,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,3DC,,MTL-94,MTL-98,,MTL-97,MTL-99,,MTL-19,,MTL-02,MTL-05,D
12,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,00:51,1,L,-19,BU,1,10,P+10,AFTER PUNT,Pass,Incomplete,0,,,RAN,P,22,,,OZ,,6/7 BOOT,40 BASE,41 OVER,EVEN,,TRN,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
13,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,00:25,1,L,-19,BU,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Complete,11,,COUCH,RAN,GW,22,WALTZ,,DROPBACK,,74/75,40 BASE,42 GIANTS,EVEN,,TR+NQ,MC,,5,4 DOWN -- 5F,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
14,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,00:05,1,L,-30,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,6,,,RAN,GW,22,,,GAP,4/5 TRUCK BOSS,,40 BASE,41 OVER,EVEN,,NT,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
15,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,15:00,2,L,-36,OF,2,4,2+MEDIUM,AFTER RUN,Pass,Complete,8,,QUICK,RAN,P,32,ZIP,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3DC,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
16,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,14:45,2,R,-44,OF,1,10,C+10,AFTER COMPLETE PASS,Pass,Scramble,11,,DUPLEX,RAN,GW,22,,,DROPBACK,,74/75,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
17,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,14:15,2,L,55,OF,1,10,C+10,AFTER QB SCRAMBLE,Pass,Complete,28,,,RAN,P,22,ZIP,,DROPBACK,,74/75,40 BASE,41 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,10,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
18,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,13:45,2,L,27,FZ,1,10,C+10,AFTER EXPL. PASS,Pass,Complete,18,,REVERSE PASS,WILDCAT,GW,31,,,,,,40 BASE,41 IN,EVEN,,,,,4,4 DOWN -- 4R,,MATCH,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
19,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,13:15,2,R,9,GZ,1,9,C+GOAL,AFTER COMPLETE PASS,Run,Fumble,0,,,BIG,,21,FLOAT,,IZ,2/3 BOSS,,40 BASE,41 EVEN,EVEN,,NT,,,4,4 DOWN -- 4R,,11,,MTL-97,MTL-89,,MTL-98,MTL-94,,MTL-19,,MTL-02,MTL-05,D
20,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,11:41,2,R,53,OF,1,10,P+10,AFTER PUNT,Pass,Complete,9,,CORNER,BIG,P,22,,,DROPBACK,,74/75,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,MATCH 2,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
21,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,11:15,2,L,44,OF,2,1,2+SHORT,AFTER COMPLETE PASS,Run,Rush,2,,QB SNEAK,,,,,,SNEAK,QB SNEAK,,40 BASE,GAPS,EVEN,,,SCW3,,6,4 DOWN -- 6O,,,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
22,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,10:45,2,L,42,OF,1,10,C+10,AFTER QB SNEAK,Run,Rush,5,,,RAN,GS,23,CASPER,,IZ,2/3 ZAP,,40 BASE,41 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,BRACK,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
23,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,10:15,2,L,37,OF,2,5,2+MEDIUM,AFTER RUN,Pass,Penalty,24,,,RAN,GW,22,,,IZ,,74/75,40 BASE,42 GIANTS,EVEN,,,,,4,4 DOWN -- 4R,,11,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
24,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-07,09:45,2,L,13,GZ,1,10,C+10,AFTER PENALTY,Pass,"Complete, TD",13,,PONY,RAN,P,22,FLOAT,,DROPBACK,,74/75,40 BASE,42 GIANTS,EVEN,,,M1WA,,6,4 DOWN -- 6M,,0,,MTL-97,MTL-89,,MTL-98,MTL-54,,MTL-19,,MTL-02,MTL-05,D
25,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-14,06:43,2,R,-36,OF,1,10,P+10,AFTER PUNT,Run,Rush,0,,,RAN,GS,22,,,IZ,2/3 ZAP,,30 BASE,34,ODD,,,SBW2,,5,3 DOWN -- 5M,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
26,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-14,06:04,2,R,-36,OF,2,10,2+LONG,AFTER RUN,Pass,Incomplete,0,,SEAM,RAN,P,22,,,DROPBACK,,74/75,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,FS1,8,3 DOWN -- 8MO,,0,,MTL-99,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
27,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,03:48,2,L,-35,OF,1,10,P+10,AFTER SAFETY,Pass,Complete,-2,,RAM,RAN,GS,41,ZIP,,IZ,2/3 ZAP,,40 BASE,42 GIANTS,EVEN,,,,,4,4 DOWN -- 4R,,10,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
28,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,03:18,2,R,-33,OF,2,12,2+VERY LONG,AFTER COMPLETE PASS,Pass,Complete,7,,VERTICALS,REB,GS,32,,,DROPBACK,,60/61,40 BASE,41 EVEN,EVEN,STING,,,,4,4 DOWN -- 4R,,MATCH,,MTL-99,MTL-98,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
29,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,01:28,2,L,-37,OF,1,10,P+10,AFTER PUNT,Pass,Complete,41,,OCEAN,BIG,P,4T1,,,DROPBACK,,POP 2/3 BOSS,40 BASE,42 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
30,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,01:18,2,L,32,FZ,1,10,C+10,AFTER EXPL. PASS,Pass,Complete,4,,APACHE,BIG,P,22,,,DROPBACK,,74/75,40 BASE,42 OVER,EVEN,,NT,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
31,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,01:08,2,R,28,FZ,2,6,2+MEDIUM,AFTER COMPLETE PASS,Pass,Complete,8,,CHERRY,REB,GS,32,FLY,,DROPBACK,,60/61,40 BASE,42 GIANTS,EVEN,,,,,4,4 DOWN -- 4R,,11,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
32,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,00:49,2,L,20,GZ,1,10,C+10,AFTER COMPLETE PASS,Pass,"Complete, Fumble",10,,STICK,RAN,P,31,,,GAP,4/5 TRAIN,,40 BASE,41 EVEN,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
33,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,14:53,3,L,-22,OF,1,10,,,,Timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D
34,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,14:33,3,L,-22,OF,1,10,P+10,AFTER KO - HALF,Pass,Complete,31,,OCEAN,BIG,P,32T,,,DROPBACK,,74/75,40 BASE,42 EVEN,EVEN,,TN,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
35,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,14:00,3,L,-53,OF,1,10,C+10,AFTER EXPL. PASS,Pass,Incomplete,0,,,RAN,GW,32,,,GAP,,4/5 TRUCK BOOT,40 BASE,42 GIANTS,EVEN,,NQ,MA,FS3,6,4 DOWN -- 6MB,,0,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
36,MTL-DEF -- LVL-OFF,MTL-00 VS LVL-16,13:30,3,L,-53,OF,2,10,2+LONG,AFTER INCOMPLETE PASS,Pass,Incomplete,0,,RUB FLAT,RAN,GS,31,ROTATE,,DROPBACK,,SCAT 64/65,40 BASE,41 EVEN,EVEN,STING,,SCW3,,4,4 DOWN -- 4O (DROPS),,4,,MTL-94,MTL-54,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
37,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-16,06:04,3,L,-35,OF,1,10,P+10,AFTER FG,Run,Rush,-5,,9 CASPER GIVE,RAN,GW,32,FLOAT,,OZ,6/7 SPOOK,,30 BASE,34,ODD,,,MA,,4,3 DOWN -- 4M,,10,,MTL-54,,MTL-97,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
38,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-16,05:20,3,L,-30,OF,2,15,2+VERY LONG,AFTER RUN,Pass,Incomplete,0,,PONY,RAN,GS,22,,,DROPBACK,,74/75,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,FSD,8,3 DOWN -- 8MO,,0,,MTL-54,,MTL-97,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
39,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-16,03:20,3,R,-20,OF,1,10,P+10,AFTER PUNT,Run,Rush,46,,,RAN,P,21,,,IZ,2/3 BOSS,,40 BASE,42 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,3X,,MTL-54,MTL-97,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
40,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-16,02:30,3,R,44,OF,1,10,C+10,AFTER EXPL. RUN,Run,Rush,0,,,RAN,P,22,,,OZ,6/7 BOSS,,30 BASE,33 DBL FLEX,ODD,,STRIP,MAWB,,5,3 DOWN -- 5M,,3,,MTL-54,,MTL-97,,,MTL-99,MTL-02,MTL-19,MTL-50,MTL-05,D
41,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-16,01:45,3,R,44,OF,2,10,2+LONG,AFTER RUN,Pass,Complete,15,,PONY,RAN,GS,22,,,DROPBACK,,74/75,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,FS1,8,3 DOWN -- 8MO,,0,,MTL-54,,MTL-97,,,MTL-99,MTL-19,MTL-02,MTL-50,MTL-05,D
42,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-16,01:00,3,L,29,FZ,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,3,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,42 OVER,EVEN,,TRN,,,4,4 DOWN -- 4R,,3X,,MTL-54,MTL-97,,MTL-98,MTL-99,,MTL-19,,MTL-02,MTL-05,D
43,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-16,00:15,3,L,26,FZ,2,7,2+LONG,AFTER RUN,Pass,Complete,5,,RUB FLAT,RAN,GS,32,,,DROPBACK,,SCAT 50/51,40 BASE,41 EVEN,EVEN,,TR+NQ,,,4,4 DOWN -- 4R,,2 MAN,,MTL-89,MTL-98,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
44,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,13:38,4,L,-33,OF,1,10,P+10,AFTER PUNT,Pass,Sack,-8,,FLOOD,RAN,GS,31,ZIP,,DROPBACK,,POP 2/3 BOSS,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
45,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,13:10,4,M,-25,OF,2,18,2+VERY LONG,AFTER SACK,Pass,Complete,9,,OCEAN,RAN,P,41,,,DROPBACK,,SCAT 50/51,30 BASE,34 OKIE,ODD,,,,,3,3 DOWN -- 3R,,2 MAN,HBR,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
46,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,10:57,4,R,-22,OF,1,10,P+10,AFTER PUNT,Run,Rush,7,,,BIG,P,21,FLOAT,,IZ,2/3 BOSS,,40 BASE,41 EVEN,EVEN,,NQT,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
47,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,10:30,4,L,-29,OF,2,3,2+MEDIUM,AFTER RUN,Pass,Complete,8,,RAKE,RAN,GS,22,,,IZ,2/3 ZIMBA,,40 BASE,42 GIANTS,EVEN,,,,,4,4 DOWN -- 4R,,11,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
48,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,10:00,4,R,-37,OF,1,10,C+10,AFTER COMPLETE PASS,Run,Rush,4,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,42 OVER G,EVEN,,,,,4,4 DOWN -- 4R,,3X,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
49,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,09:30,4,R,-41,OF,2,6,2+MEDIUM,AFTER RUN,Pass,Complete,5,,LASER,RAN,GS,23,FLOAT,,DROPBACK,,SCAT 50/51,30 BASE,34,ODD,,STRIP,MAOB,,5,3 DOWN -- 5M,,10,,MTL-54,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
50,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,08:24,4,L,30,FZ,1,10,P+10,AFTER TURNOVER,Run,Rush,0,,,BIG,P,31T,,,IZ,2/3 BOSS,,30 BASE,34,ODD,,DBL BNG,SCW3,,5,3 DOWN -- 5O,,3,,MTL-54,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
51,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,07:45,4,L,30,FZ,2,10,2+LONG,AFTER RUN,Pass,Incomplete,0,,PONY,RAN,GS,22,AXE,,DROPBACK,,74/75,30 BASE,34,ODD,STING,BULLY,SCMAO1W3,FS1,8,3 DOWN -- 8MO,,0,,MTL-54,,MTL-98,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
52,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,05:48,4,R,23,FZ,1,10,P+10,AFTER TURNOVER,Run,Rush,1,,,BIG,P,21,,,IZ,2/3 BOSS,,30 BASE,34,ODD,,ST BNG,SC,,4,3 DOWN -- 4F,,3X,,MTL-98,,MTL-97,,,MTL-94,MTL-19,MTL-02,MTL-50,MTL-05,D
53,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-19,05:15,4,R,22,FZ,2,9,2+LONG,AFTER RUN,Pass,Incomplete,0,,,RAN,GW,22,,,IZ,2/3 ZAP,,40 BASE,42 GIANTS,EVEN,,,M1WA,,6,4 DOWN -- 6M,,1,,MTL-98,MTL-89,,MTL-97,MTL-94,,MTL-19,,MTL-02,MTL-05,D
54,MTL-DEF -- LVL-OFF,MTL-03 VS LVL-22,02:09,4,R,-10,BU,1,10,P+10,AFTER PUNT,Run,Rush,8,,,BIG,P,21,,,IZ,2/3 BOSS,,40 BASE,41 EVEN,EVEN,,TRN,,,4,4 DOWN -- 4R,,3X,,MTL-54,MTL-89,,MTL-44,MTL-99,,MTL-19,,MTL-02,MTL-05,D
